period_number,context_size,cache_hit_rate,working_set_size,start_time,end_time,duration,concurrency_level,num_requests_launched,num_requests_completed,total_input_tokens,total_output_tokens,input_tokens_per_sec,output_tokens_per_sec,avg_ttft,median_ttft,p95_ttft,p99_ttft,avg_ttlt,median_ttlt,p95_ttlt,p99_ttlt,avg_itl,median_itl,p95_itl,p99_itl,avg_output_tokens_per_request,measured_ttft,decision,next_concurrency
41,64000,96,4096000,1773210572.4697664,1773210603.9473388,31.47614073753357,9,131,122,7808000,122,248060.90635785565,3.8759516618414946,2.0409367905288445,1.92445969581604,3.04661351442337,3.8849844574928283,2.040936972274155,1.9244598150253296,3.04661374092102,3.8849846959114074,0,0,0,0,1199.2359565239599,2.0409367905288445,RAMP_DOWN,7
42,64000,96,4096000,1773210603.9473534,1773210635.6277304,31.67917013168335,7,122,115,7360000,115,232329.31826831627,3.630145597942442,1.661984051828799,1.3965437412261963,2.8131078720092764,3.2534500265121458,1.6619842363440471,1.3965437412261963,2.8131081104278555,3.253450264930725,0,0,0,0,1287.1925296517622,1.661984051828799,RAMP_UP,11
43,64000,96,4096000,1773210635.6277418,1773210668.576013,32.94674825668335,11,146,135,8640000,135,262241.3578629068,4.09752121660792,2.2468233338108767,2.3429338932037354,2.748495864868164,2.988198823928833,2.246823526311804,2.3429341316223145,2.748496103286743,2.988199062347412,0,0,0,0,1345.4033646413397,2.2468233338108767,RAMP_DOWN,9
44,64000,96,4288000,1773210668.5760276,1773210699.9696414,31.392405033111572,9,127,118,7552000,118,240567.74216675732,3.7588709713555835,2.103345895217637,1.9713268280029297,3.0724624156951905,3.1511538457870483,2.1033460750418196,1.9713269472122192,3.0724626541137696,3.151154043674469,0,0,0,0,1275.9479097193926,2.103345895217637,RAMP_DOWN,7
45,64000,96,4288000,1773210699.9696522,1773210731.4786305,31.507540702819824,7,132,125,8000000,125,253907.47172101648,3.9673042456408822,1.5598304767608642,1.2992045879364014,2.400387668609619,2.930102491378784,1.559830638885498,1.2992048263549805,2.400387907028198,2.930102548599243,0,0,0,0,1313.609230174469,1.5598304767608642,RAMP_UP,11
46,64000,96,4480000,1773210731.4786468,1773210763.1208172,31.64086604118347,11,139,128,8192000,128,258905.68195375454,4.045401280527415,2.329142913222313,2.4540176391601562,2.8074903607368467,3.464148976802826,2.3291430808603764,2.4540178775787354,2.8074905991554258,3.4641490411758427,0,0,0,0,1179.0888449338106,2.329142913222313,RAMP_DOWN,9
47,64000,96,4480000,1773210763.1208308,1773210794.214586,31.092549800872803,9,125,116,7424000,116,238771.0254561239,3.730797272751936,2.1166788010761657,1.9068429470062256,3.107718348503113,3.1821611762046813,2.1166789922220954,1.9068430662155151,3.1077184081077576,3.1821612119674683,0,0,0,0,1258.2408246758418,2.1166788010761657,RAMP_DOWN,7
48,64000,96,4480000,1773210794.2145977,1773210825.0278423,30.81180477142334,7,129,122,7808000,122,253409.36884169775,3.9595213881515274,1.5749428389502353,1.3321834802627563,2.733339941501617,2.944129898548126,1.5749430109242923,1.3321837186813354,2.7333399534225458,2.944130136966705,0,0,0,0,1235.5560271267536,1.5749428389502353,RAMP_UP,11
49,64000,96,4672000,1773210825.0278578,1773210856.7919977,31.762792110443115,11,142,131,8384000,131,263956.643699578,4.124322557805906,2.3005930849614034,2.3604071140289307,3.0703012943267822,3.6116988897323608,2.3005932724202864,2.3604071140289307,3.0703014135360718,3.61169912815094,0,0,0,0,1255.2465745044428,2.3005930849614034,RAMP_DOWN,9
50,64000,96,4672000,1773210856.7920105,1773210888.3841298,31.590864181518555,9,128,119,7616000,119,241082.35710929206,3.7669118298326887,2.107706881370865,1.9320075511932373,3.079809832572937,3.1221918582916257,2.1077070456592977,1.9320077896118164,3.079810094833374,3.122192096710205,0,0,0,0,1220.6383838879049,2.107706881370865,RAMP_DOWN,7
51,64000,96,4672000,1773210888.3841405,1773210920.6026626,32.21730852127075,7,132,125,8000000,125,248313.72846425642,3.8799020072540067,1.533102876663208,1.298086404800415,2.3868105888366697,2.977841424942017,1.5331030483245849,1.2980868816375732,2.386810779571533,2.977841606140137,0,0,0,0,1283.4995139312975,1.533102876663208,RAMP_UP,11
52,64000,96,4864000,1773210920.6026835,1773210952.3886652,31.784770011901855,11,139,128,8192000,128,257733.49931217037,4.027085926752662,2.360339142382145,2.432828426361084,3.2163651585578914,3.841422073841095,2.360339306294918,2.432828664779663,3.216365313529968,3.8414221382141114,0,0,0,0,1275.329464087198,2.360339142382145,RAMP_DOWN,9
53,64000,96,4864000,1773210952.3886793,1773210983.7987542,31.40863561630249,9,123,116,7424000,116,236368.11514813497,3.6932517991896088,2.174685011649954,1.9849904775619507,3.083115518093109,3.243819427490234,2.174685196629886,1.9849904775619507,3.0831157565116882,3.243819463253021,0,0,0,0,1263.7346088301792,2.174685011649954,RAMP_DOWN,7
54,64000,96,4864000,1773210983.7987723,1773211014.6924703,30.89242148399353,7,138,131,8384000,131,271393.4226342228,4.240522228659731,1.4062565628808874,1.2662711143493652,2.0926769971847534,2.790799522399902,1.406256748519781,1.2662711143493652,2.0926772356033325,2.7907995939254757,0,0,0,0,1341.8615241854018,1.4062565628808874,RAMP_UP,11
55,64000,96,5056000,1773211014.6924825,1773211046.692146,31.9984073638916,11,136,125,8000000,125,250012.44308888787,3.9064444232638733,2.4435329303741455,2.4648585319519043,3.8241915702819824,3.892619209289551,2.443533107757568,2.4648585319519043,3.824191999435425,3.89261944770813,0,0,0,0,1373.242561828778,2.4435329303741455,RAMP_DOWN,9
56,64000,96,5056000,1773211046.692158,1773211078.204839,31.511473655700684,9,123,114,7296000,114,231534.71271185993,3.6177298861228113,2.167826407834103,1.9481910467147827,3.2466905236244203,3.314698061943054,2.167826587693733,1.9481910467147827,3.2466907620429994,3.3146983003616333,0,0,0,0,1337.9173235488117,2.167826407834103,RAMP_DOWN,7
57,64000,96,5056000,1773211078.2048495,1773211101.404036,23.197943449020386,7,108,101,6464000,101,278645.39001938835,4.353834219052943,1.3850645287202137,1.2664570808410645,1.883667230606079,1.9973134994506836,1.385064696321393,1.2664570808410645,1.883667230606079,1.9973134994506836,0,0,0,0,1338.0966175353685,1.3850645287202137,RAMP_UP,13
