period_number,start_time,end_time,active_users,idle_users,users_with_requests,requests_completed,requests_launched,requests_completed_new,requests_completed_prior,requests_in_progress,requests_in_progress_new,requests_in_progress_prior,requests_per_second,input_tokens_per_second,output_tokens_per_second,ttft_avg,ttft_p50,ttft_p95,ttft_p99,avg_cache_hit_rate,working_set_blocks,users_added,users_completed,total_request_time,idle_time_pct,new_tokens_ingested,ttft_headroom_pct,rate_limited_users,rate_limit_events,admission_blocked_events,dispatch_delay_avg,dispatch_delay_max,in_flight_prefilling,in_flight_decoding
67,1773278155.7873337,1773278185.7873337,37,12,0,12,0,0,12,37,13,24,0.4,0.0,21.333333333333332,0.0,0.0,0.0,0.0,0.0,80730,0,0,0.0,100.0,0,0.0,0,0,0,0.05273914337158203,0.10055065155029297,14,23
68,1773278185.7873337,1773278215.7873337,38,11,2,6,0,0,6,38,7,31,0.2,5177.9,16.366666666666667,32.06851589679718,32.06851589679718,32.51519285440445,32.55489747285843,1.0,80838,0,0,103.89503788948059,92.93231034765438,0,0.0,0,0,0,0.04830006190708706,0.07964730262756348,9,29
69,1773278215.7873337,1773278245.7873337,42,7,1,11,0,0,11,42,15,27,0.36666666666666664,2371.0,13.4,35.818195819854736,35.818195819854736,35.818195819854736,35.818195819854736,1.0,82186,0,0,36.00434875488281,97.55072457449778,0,0.0,0,0,0,0.03936043381690979,0.10728049278259277,10,32
70,1773278245.7873337,1773278275.7873337,40,9,0,15,0,0,15,40,13,27,0.5,0.0,53.7,0.0,0.0,0.0,0.0,0.0,84038,0,0,0.0,100.0,0,0.0,0,0,0,0.039629386021540716,0.09487628936767578,11,29
71,1773278275.7873337,1773278305.7873337,36,13,1,12,0,0,12,36,8,28,0.4,1350.3,19.766666666666666,22.516588926315308,22.516588926315308,22.516588926315308,22.516588926315308,1.0,83207,0,0,44.99770474433899,96.93893165004496,0,0.0,0,0,0,0.0523400604724884,0.09363245964050293,5,31
72,1773278305.7873337,1773278335.7873337,38,11,0,14,0,0,14,38,16,22,0.4666666666666667,0.0,48.733333333333334,0.0,0.0,0.0,0.0,0.0,81624,0,0,0.0,100.0,0,0.0,0,0,0,0.03786277770996094,0.09880876541137695,10,28
73,1773278335.7873337,1773278365.7873337,34,15,3,15,0,0,15,34,11,23,0.5,8369.666666666666,58.766666666666666,19.00181706746419,19.692130088806152,19.960317945480348,19.984156866073608,0.9987248150981892,82108,0,0,104.65853929519653,92.88037147651724,320,0.0,0,0,0,0.053931852181752525,0.1141059398651123,6,28
74,1773278365.7873337,1773278395.7873337,27,22,14,35,10,10,25,27,18,9,1.1666666666666667,29302.833333333332,160.9,3.8263909339904787,1.5093994140625,11.081556820869446,11.105426125526428,0.8511072261072261,82190,0,0,190.3862578868866,87.04855388524581,130816,0.0,0,0,0,0.0409959043775286,0.09955334663391113,6,21
75,1773278395.7873337,1773278425.7873337,27,22,8,19,4,4,15,27,15,12,0.6333333333333333,17102.233333333334,67.7,5.383150964975357,5.608064889907837,6.553130590915679,6.891054813861847,0.9459628104330463,84081,0,0,157.7407455444336,89.26933703779363,27712,0.0,0,0,0,0.04723787307739258,0.09811234474182129,4,23
76,1773278425.7873337,1773278455.7873337,36,13,3,12,2,2,10,36,19,17,0.4,4601.5,28.766666666666666,2.788876533508301,3.63664174079895,3.994305944442749,4.026098318099976,0.9981447124304267,86329,0,0,75.64413523674011,94.85414046008572,256,7.037448883056641,0,0,0,0.0469174271538144,0.09634017944335938,5,31
